Media Outlet,Publication URL,Region,Estimated Traffic,Estimated Views,Estimated Clicks,Publication Date,Feed Name,Source File,Estimated Traffic/Views/Clicks,Headline,pub_dayofweek,pub_hour,pub_month,pub_age_days,Predicted Estimated Clicks
Latin Press Release,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPWWdRNDlaWkgyT3RKTmFFWGlyYVF1aHd5elVjeW5QSXFuOVZ1NnRtU0xsQ054ZS1sRTFWUm9xUUVWRmtjb0Y5dTVubmtVYmkzQVRBdmtsbU5hd2lBQ3hPREtYaUJ0Z2VpcWM4ZXlleWVlY3dDa1BzUTBva1EyaG1mS01vU1hkTy1yY1MtRmhTNjdnRFpSUC1vU2ZQX0lvUDNiTlA1UkxTNEx6UW9Jb3lHUVh3UkxLNkJUY2ltNFZ2bFhwYjVObURYSWEtTmtwaVFF?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,Emergent Cold Latin America Enters Guatemala with Acquisition of Bodegas Frias - Business Wire,,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMisAFBVV95cUxNb2p0dHJyaVJmYTc1Ul9PWDJTSWM5RU5Ka3owOGh4elBxcUtTSkZtSHRZV0Z6Q29hbEhBY0trX3pFc0lEWGVDenB3RjdOT0xUYm5rTmk5UFVqaklwZFJ6eHBhdnlMRXUyWVdnZ1VTeEdwcjNiYUp0SEpwbGw2bjR4NmJKOXJuVGtJdjY5bjNsTU13MlBtUG1tdzczVEdmN3gxWUFsTU9Sb0lWQnZjZWxrZA?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,LIBERTY LATIN AMERICA ANNOUNCES EXECUTIVE TEAM CHANGES - Business Wire,,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMiywFBVV95cUxQWGRQQThVQVRLZG1MRDBZdU5WMDI3cnNlTjR6TlZHTVB0ZGlZNng5a3Nfb2ZQbGw1RXJuVE00SFdmN2JUeVNkYWNJalVEQnZJOUYwaHlFSG5JNE1rTklrb205RnFiMkJzTW9CekwzdG8xRHNMeTE2Q0FMTFdDU2loLWo3MUpVUk1rWm5fY2FOTW5BNnlrYWZjcThYVWM5NGhNMmpCQTNlM1piQnU3ZUJQa0dXXzVHTVNSN0t5MkdhRFlncXVhREtwRmNncw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,"Dock Raises $110 Million, Bringing Total Valuation to Over $1.5 Billion - Business Wire",,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNUFpGY0loMVVWVjFrWXU1Vl83TWppRjVDTmFZSVVmMHREaDlCLTliUjFIcFY4cDhZLWhCbEkzYVlSWU1zdXFyNlh1Z0hZaXRSb0NOelBMVElLX2Y3N2h5czZfeHBVSFczV3VLb09fUjdaWklmU1lVNV9fLWZNaExaUG9hbUdaNjlaQ1k1Sk1NM204UU16cV81MEJXY05LYWxMUVA0a04wOTZLbzZiOENONjVRZTk1dG5BMWlJRmZOZjlOSC02VVJGOU5uckpGVFdMTGhj?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,Cable & Wireless Panamá Completes the Acquisition of América Móvil’s Panama Operations - Business Wire,,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMiygFBVV95cUxQRmYyb251Mm9jbGRNTUdXVGZaY0VWTi15Q1dVdFZodFJsNURjamloRGNWaF9hUEg5MmM4U19pUGJ6N3BzOWRROE9YS2NJNGlsdFpoNV9MNDd3Y24xbnQ4dG5ONFZReDZOX21YTmtYeDBxWmtBc2N2ZDBrSWpUZEh2R3Y3dkZUUVRKZTBkaEJNc3ZjSmNtTEZ6MXJKYWpOZ0F5eVNsd0RzSTZ4RzlYcVlnU1lMOWNiQTA0Nm5uc21SYzRuLWVsVmxTd2Z3?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,Liberty Latin America Appoints Roberta Jacobson to the Board of Directors - Business Wire,,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNbXpsZlFudnotWUFTX1JrLVVPRVNuc1ZvelNxN0xPbWRnZ3dyZ1BIcTdpb0N4LUNvWFN6SkpxOTc2MDFCQVdWdGduY2luRnRZS0pOZHNBdnN0cUlBcEt4dWM0aC1uMHhHdjJncEg5endsY1RneThCc3k0d1NCTXlHd0s1U3dFZ1ppMHc5MDlXcTBNTGRtbldRRy1FWjJibThiRllyLV8yVzlJaUM3TTdPZF9KM0RhSUtqWFFMNWtCb3Z3dUM1TjU3QkxHVU9ZOFdabEtlMEU3UmFKVWdoemFzM2JOVWI1QQ?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,SPARKLE TO PARTNER WITH LIBERTY NETWORKS AND GOLD DATA IN NEW PAN-REGIONAL SUBSEA CABLE SYSTEM - Business Wire,,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMi6gFBVV95cUxQOEhBSDRZM2loWFhacmU2QmU1Yi15ZmhmeHdJVkxlZTJjLWlPTE9jcGZ4dk44cXFzN1lYZ1VHb2tkMU5tSXBJOGY5TFgxTUJ6U2RMMEpSTXl0TEZlSU1nNFpzOENkNFZBa2hYVnZCRE05c1VaeFFTOURBVi1aXy0zLTNWQktXWDFWSUNlWnNXbHpwaVZQb3h0cXVSZXVlVmp4S2FXNm1vcmE4UkxPQVN0cWtrRjI1Y2lPRXUzX2gtcTZncmo2bmV4bjNfQTl4OWFKdS04YUY5NnpIZVZ3OUdER09oTFl2U183N3c?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,AHF: Study on Impact of Expanding Access to Lenacapavir in Latin America to Be Presented in Mexico - Business Wire,,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMi8AFBVV95cUxNVjFMaEEyU3Mzb0hNZnI2clBRVXN6cklCS0dBRGU3ekNxdTd6QjNrX0o1dGhEUFRyYklIQzFZVmRjTGUxZG85aUcyRWVPUlA2MzNZcVE1aF9FSU5STTI3bFFrcndFeENQMDB0ZUh0SWtEVnBvazVnZU1fcGxjdVBqTUNtYUdaa3RGQ2xhbU5qdDdiWlRfRmhpMjdMd1Q2ZENrNi02RXk2RHlQZzVnQWhLWEg3SHpTbGNJcG0yRVFLczgtYU5zY0d5VkJmeUhrX1ZoS2ZPdDJoZE1DUGtsZzBKekpFLTdTU1pERmMzdmg5NEw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,"HireRight Acquires BGC Brasil, Expanding Services in Latin America’s Largest Background Screening Market - Business Wire",,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNX3B1bzZmWXpkUjNpSmNCbnZpUmY0Q2pRVlZadG9ZcXN1VkFwLU1OUHU4a056VHgyazNCTm1WX2ExWXFUREdUSXZINkd6bm5YQ0hkOEIwTHRSdEhHSEZNVzUzdjR3aC1lNjVTMXd3UFJxTjZVZzdpUUw3OTZnZGcwbmlfbXFEM2FaRHJBX2VaQkpZRXdMUF84MVpXN1JpY2lhdjZqb0Y1Z18xTE96azFVc3JQTkczdU9oVmh6S2NTQ0tGZE4zQmZNTGl3ZjVBcklua1BnZ3hzd25ZZw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,LIBERTY PUERTO RICO SUCCESSFULLY RAISES NEW FIVE-YEAR $250 MILLION SECURED FACILITY - Business Wire,,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMihAJBVV95cUxPR0ROc24zd0FndFNEenhqOGpWZkhTbnFoc0ZFLUdRN2dJRXhYbFRvUEQxUWR4V3FTTWRXVnlNR2NiYnU3Yy1CdHV2LWdELWtDWUlzR0Z2YUtSaTFFX0ROQ0hvdXRRQko3eWtmSUhQSVRXQ1VrYWoyYzN5MmZ3TUNBQ0JsWFRhNFlUdkhqdjdkWUFlaWlMOHZ3WVU5d2NLZ1FuNUU4bTEteWZCcmF6NVVQYURXbGVBMjNTQmZaVUF0TVQzSnh6QkRBQnMtQ3hhZXRIZlBQWng0OTY4cVgxNEFNSFBzV3haclJPY2pSOFpqaW9QblJpMFNjYWdmb3MyaXdkS1dXNA?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,"billups Accelerates Global Growth with Strategic Leadership Appointments Across Latin America, Europe, and Asia-Pacific - Business Wire",,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMigANBVV95cUxPeWYxbVAwSENJNExVdUpianNXQlJxTXRvZ3hWZC1uUUNTT0JMME1CM2d2YzFsYVpYd0ZJSV9faElaSkVmX2h6V1REaXNaNzl4TnRjQlVFU1VsTDd1RVZaS21kVFBtdVBnWVhnbEhMUmJTVTlsUFpvdWdLSnFYX3ZIU3ItNzhYRDBkSmZmcE9sX0RXcGRQYmtqSDNKUnB4TmNnNm82SHhRWE4tTlc4RlhFaHROZXFnaElIM2ZJdTlFSzBWVGZETlJtaFhQQjJoUU5admQyQjJmNVMyZVVaaEtBVXRvOEVWcUhJbjBZRmUxRTBuUUFuU25WT2dVbXE3ekJMNURkZG1OT3JnS1lhd2xhcUFkWXZNSGJxWkNCbncxOGh0WHVMUDIxWGUzU2o4ZVdtd1UxVks4UW1FanBfMWF3YU1FR0V6X053WlBsSU1sSlJhMjhEQnZ2Y3Y4OC1IaGtfUlRUSFByQ05jbGZNWl9tSktmdVNFa1F4RWdPOUdWOGI?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,"Latin America Data Center Colocation Market Industry Outlook 2025-2030 | Key Players Such As Ascenty, Equinix, ODATA, Scala Data Centers, and KIO Networks are Leading Large-scale Developments - ResearchAndMarkets.com - Business Wire",,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMi5gFBVV95cUxQT3UwREtxcm80MEh2WUV1ZzVfeFdMenNLT0lqYzZKS2dXeEdaQW5sR0Q2MHlXb19OZ2ZoNC1vbnNBcE1IZ0VGUzRXVTAzeGhQVUZtMnF3dlp4aTMwWGE2UzBTZXNWeUFZMUpxa0pIZkVqQWhfRkg1NzM4aEJqZjlqMFlGREZtclc1aDVxNHRfZ3c2TS1hVTM4VmFnVXA2UkhsRXlrUkVocUJWZVNvaExxTjY1SFp3YzRmVHpqSTNWa0FKbGhSc0IxajIzODBSX3VCSTZQcFVhNzNIQzgzQ0JPOWNfMk14dw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,New Roquette Pharmaceutical Innovation Center to Strengthen Latin America as Collaborative Hub - Business Wire,,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMi7wFBVV95cUxNVHNVNjRJN3hHZjhLaG1lRHhHTWhSSzlRWjczUmR6azR5eDV6ZVlBQXZmeDhuM2NPR3dKUGd1NmxsSS01aUd2VHctTFhGQmRzcFZzNTA5MnNTVldXVDlsQkxGd0xybXJPMi1OZUNuLW1WMjZkcElSWWV2YndYbWFLRDZXbTBnYW5vQUFFS21QbVY0a1kxQ1JZNnNoVS1PSFFOYWFCSUMwdWhYLVZ1RFpqNUt2VGFMLTFXWGlZV3FDMVNtMWwxc1ptV3BxWXlyalpVb0ZaVFVVTWtxNDc2V1hrMG5YMWNtcU9kS1ZkR3c4dw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,ACI Worldwide and Prosa Redefine Payments in Latin America with Groundbreaking Infrastructure Upgrade - Business Wire,,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMimAJBVV95cUxNQmV1TjhWNlAtR1BmX0pRU0FYQmxzWnJGTmpuNHcxV01Fak90eWJnMlJuQTBkOXZUZzF5dkhaWlZNSTlic05iN2xwQlZLTXI0MlotUmY3dk13UmZNTHZDblM0VzM3VDFIM1ZyWnZ2YndCdWZheDF1b3lyRDBhQWdRbVVVZ1Q2Tm5ITTY2TG9QZDZEcy1teDFoMUhDNGptelBUUFU1T2xVVTBXSlIxQ1N6bkh0QnFDRmt3ekQyS3FyLVV5T3hfdkF1YnRrTTRLMTFpTDZtVGJjY20tTDV0SWlLRjFEMlBaWUdwUHBzcElOTzdUM3VocGprQjczY1J0WWc2SnVmd2t2alprdkhDX1lhak9aSUtVOVo5?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,"Summit Therapeutics Reports Financial Results and Operational Progress for the Third Quarter and Nine Months Ended September 30, 2025 - Business Wire",,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPMUVxMEpiNzRkX2doZ3ltMHpKZWFMLWFtdHVFNTNybmlsYWh6dFE1UzlsSUZJT0VQUktMUmNUVUVnQmRqOEFTWW9pZUhMNlNLOWFrTWNoU1UyX051OU55LTJIVFhOZUEyaTFVS0lMNW5MZVZKVGNKeElEaV9KLXJCNlRUbkJBOWh0OWFjLVRZbkFCRlBwRThTcjhLU2RFN05SOUlVeEoyblQ4dmJLUnpOMlp6bXpuUXk3bHZCQXBhNE5vbTNOc0psRXM5ZWdLSkpoaGxEa1pKSzlhckk?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,Weave Bio Secures $20M Series A Funding to Enhance Its AI-Native Regulatory Platform - Business Wire,,,,,766.9603082135183
